news_id,headline,body_text,source,label
1402,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,Real
1403,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,BBC,Fake
1404,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,Real
1405,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Unknown News,Real
1406,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1407,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
1408,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Reuters,Real
1409,Global economy faces recession,Experts believe this is a significant technological advancement.,CNN,Fake
1410,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1411,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Reuters,Real
1412,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
1413,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Reuters,Real
1414,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
1415,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1416,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1417,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1418,Bangladesh wins the World Cup,The news went viral on social media after noon.,Daily Star,Fake
1419,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
1420,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1421,Global economy faces recession,The news went viral on social media after noon.,Reuters,Fake
1422,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1423,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1424,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,Fake
1425,Global economy faces recession,Government sources state that an official announcement will be made soon.,BBC,Real
1426,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
1427,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
1428,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Fake
1429,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Reuters,Fake
1430,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1431,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Reuters,Fake
1432,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
1433,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1434,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1435,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1436,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
1437,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
1438,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Reuters,Real
1439,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Fake
1440,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1441,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
1442,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Fake
1443,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1444,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1445,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1446,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1447,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
1448,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1449,Global economy faces recession,Residents claim they have never witnessed such an event before.,Unknown News,Real
1450,Bangladesh wins the World Cup,The news went viral on social media after noon.,Reuters,Fake
1451,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1452,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,BBC,Real
1453,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Daily Star,Fake
1454,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
1455,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Reuters,Fake
1456,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
1457,Government announces major job reforms,Local administration has visited the spot for further inspection.,Daily Star,Real
1458,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Unknown News,Fake
1459,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Unknown News,Real
1460,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Reuters,Real
1461,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
